path_a,path_b,label
images_png/laptop/278078315.png,images_png/laptop/278078311.png,1
images_png/laptop/278078281.png,images_png/laptop/252566338.png,1
images_png/phone/11251770.png,images_png/phone/276500230.png,0
images_png/laptop/276366221.png,images_png/speaker/277468981.png,0
images_png/phone/277704510.png,images_png/tv/274880735.png,0
images_png/tv/277988926.png,images_png/tv/277988890.png,1
images_png/camera/57071523.png,images_png/camera/106641569.png,1
images_png/phone/277360579.png,images_png/phone/273872197.png,1
images_png/laptop/278078281.png,images_png/laptop/278078311.png,1
images_png/speaker/21430781.png,images_png/phone/277068413.png,0
images_png/laptop/277672516.png,images_png/camera/64672917.png,0
images_png/phone/276281988.png,images_png/phone/276802409.png,1
images_png/phone/277356031.png,images_png/tv/275803796.png,0
images_png/laptop/214863371.png,images_png/phone/277512620.png,0
images_png/phone/276944892.png,images_png/phone/276274790.png,1
images_png/laptop/277912717.png,images_png/speaker/274165805.png,0
images_png/phone/277944334.png,images_png/camera/203898270.png,0
images_png/speaker/77712221.png,images_png/laptop/277912717.png,0
images_png/phone/277360579.png,images_png/phone/276944892.png,1
images_png/tv/275646608.png,images_png/tv/275194363.png,1
images_png/tv/248237801.png,images_png/tv/207872108.png,1
images_png/laptop/278226504.png,images_png/laptop/278304793.png,1
images_png/speaker/104180.png,images_png/phone/277065642.png,0
images_png/tv/275244717.png,images_png/tv/275245028.png,1
images_png/laptop/278071899.png,images_png/speaker/275761136.png,0
images_png/speaker/274704359.png,images_png/tv/277972387.png,0
images_png/phone/276944892.png,images_png/phone/277311630.png,1
images_png/tv/275019168.png,images_png/phone/277574339.png,0
images_png/phone/276944892.png,images_png/phone/273872197.png,1
images_png/speaker/196854332.png,images_png/laptop/277466579.png,0
images_png/speaker/276075423.png,images_png/speaker/270214387.png,1
images_png/camera/262792654.png,images_png/speaker/276075466.png,0
images_png/phone/276281988.png,images_png/phone/276925932.png,1
images_png/tv/274843323.png,images_png/tv/274843351.png,1
images_png/tv/274843351.png,images_png/tv/276606449.png,1
images_png/laptop/277961929.png,images_png/laptop/277953961.png,1
images_png/tv/275247634.png,images_png/tv/277972387.png,0
images_png/camera/74500335.png,images_png/camera/274567496.png,0
images_png/laptop/278078281.png,images_png/laptop/276365829.png,1
images_png/tv/276621654.png,images_png/tv/275244561.png,1
images_png/phone/276274790.png,images_png/phone/277512620.png,1
images_png/phone/276274790.png,images_png/phone/277737595.png,1
images_png/speaker/276075466.png,images_png/speaker/241635069.png,1
images_png/phone/276944892.png,images_png/phone/277512611.png,1
images_png/laptop/278071899.png,images_png/laptop/277446629.png,1
images_png/tv/275803796.png,images_png/tv/275245427.png,1
images_png/speaker/241635069.png,images_png/speaker/241638318.png,1
images_png/laptop/277361314.png,images_png/laptop/277446629.png,1
images_png/laptop/277961929.png,images_png/laptop/277936690.png,1
images_png/camera/274069561.png,images_png/camera/222452404.png,1
images_png/laptop/277446629.png,images_png/laptop/277363548.png,1
images_png/tv/178058676.png,images_png/tv/277972475.png,0
images_png/laptop/278229740.png,images_png/laptop/273002756.png,0
images_png/camera/263596152.png,images_png/camera/203898270.png,1
images_png/laptop/277961929.png,images_png/laptop/277945130.png,1
images_png/camera/275938579.png,images_png/camera/85764360.png,0
images_png/laptop/277672516.png,images_png/laptop/277446629.png,1
images_png/tv/276387015.png,images_png/tv/275244561.png,1
images_png/tv/276606449.png,images_png/phone/278219968.png,0
images_png/tv/248237801.png,images_png/phone/274191773.png,0
images_png/phone/277737629.png,images_png/speaker/277820438.png,0
images_png/laptop/278229740.png,images_png/laptop/278226626.png,1
images_png/tv/277972387.png,images_png/camera/275856061.png,0
images_png/phone/277646748.png,images_png/phone/276802409.png,1
images_png/phone/277063012.png,images_png/phone/275913708.png,0
images_png/camera/263987622.png,images_png/camera/270977143.png,0
images_png/tv/277989480.png,images_png/speaker/43851316.png,0
images_png/phone/274405521.png,images_png/speaker/66758390.png,0
images_png/phone/277811118.png,images_png/speaker/50322624.png,0
images_png/camera/276857147.png,images_png/laptop/278226626.png,0
images_png/tv/276860956.png,images_png/tv/276387015.png,1
images_png/tv/276032905.png,images_png/laptop/273002756.png,0
images_png/camera/277965399.png,images_png/camera/154259057.png,0
images_png/tv/275019168.png,images_png/tv/275020293.png,1
images_png/laptop/278304303.png,images_png/laptop/278226626.png,1
images_png/laptop/277912715.png,images_png/camera/277470272.png,0
images_png/speaker/276075466.png,images_png/speaker/241639907.png,1
images_png/camera/187642259.png,images_png/laptop/275850110.png,0
images_png/camera/272268455.png,images_png/camera/194121937.png,1
images_png/speaker/82861299.png,images_png/phone/277311630.png,0
images_png/phone/270975124.png,images_png/phone/277738691.png,1
images_png/camera/275773160.png,images_png/camera/263987622.png,1
images_png/laptop/278076593.png,images_png/laptop/277945130.png,0
images_png/tv/276387015.png,images_png/laptop/275288865.png,0
images_png/laptop/276365829.png,images_png/laptop/278076593.png,1
images_png/camera/275959921.png,images_png/laptop/273186974.png,0
images_png/camera/275815779.png,images_png/phone/277164948.png,0
images_png/laptop/277912853.png,images_png/laptop/277446629.png,1
images_png/tv/276861683.png,images_png/laptop/277274848.png,0
images_png/tv/276412014.png,images_png/speaker/276280160.png,0
images_png/speaker/241639907.png,images_png/speaker/241638318.png,1
images_png/tv/276268195.png,images_png/tv/276412010.png,0
images_png/laptop/277945130.png,images_png/laptop/277936146.png,1
images_png/camera/10716498.png,images_png/phone/275510578.png,0
images_png/laptop/278226504.png,images_png/laptop/278226869.png,1
images_png/laptop/276366329.png,images_png/laptop/276366221.png,1
images_png/laptop/277953961.png,images_png/laptop/277936146.png,1
images_png/phone/276944892.png,images_png/phone/277737595.png,1
images_png/laptop/278078315.png,images_png/tv/274870404.png,0
images_png/laptop/277937199.png,images_png/camera/272268455.png,0
images_png/laptop/189572199.png,images_png/phone/277175913.png,0
images_png/speaker/276075466.png,images_png/speaker/270214387.png,1
images_png/tv/275194363.png,images_png/tv/276606449.png,1
images_png/tv/72797571.png,images_png/tv/275803796.png,0
images_png/speaker/277521161.png,images_png/tv/276921311.png,0
images_png/phone/278237932.png,images_png/laptop/277446629.png,0
images_png/laptop/278078281.png,images_png/tv/276389560.png,0
images_png/laptop/278078315.png,images_png/camera/270977103.png,0
images_png/tv/277988926.png,images_png/tv/276921311.png,0
images_png/speaker/73204703.png,images_png/camera/129078637.png,0
images_png/camera/272268455.png,images_png/phone/276515327.png,0
images_png/speaker/276075423.png,images_png/speaker/241635069.png,1
images_png/speaker/76062253.png,images_png/camera/41319582.png,0
images_png/phone/275510578.png,images_png/phone/277738691.png,1
images_png/tv/73681047.png,images_png/tv/277989480.png,0
images_png/phone/276281988.png,images_png/tv/276861471.png,0
images_png/phone/273872197.png,images_png/phone/277737629.png,1
images_png/tv/274843323.png,images_png/tv/276606449.png,1
images_png/laptop/214863343.png,images_png/speaker/277420934.png,0
images_png/camera/270977170.png,images_png/camera/269944956.png,1
images_png/laptop/252566338.png,images_png/speaker/171232872.png,0
images_png/speaker/276075423.png,images_png/speaker/241639907.png,1
images_png/tv/274877090.png,images_png/tv/274843323.png,1
images_png/tv/278077419.png,images_png/tv/278077327.png,1
images_png/phone/276274790.png,images_png/tv/275135940.png,0
images_png/camera/275255482.png,images_png/camera/74500335.png,1
images_png/phone/276944892.png,images_png/phone/273990229.png,1
images_png/phone/276500230.png,images_png/phone/277512611.png,0
images_png/tv/276379164.png,images_png/tv/276412010.png,1
images_png/speaker/276075466.png,images_png/camera/272268455.png,0
images_png/laptop/277961929.png,images_png/laptop/277936146.png,1
images_png/laptop/277361314.png,images_png/laptop/277363548.png,1
images_png/tv/72797571.png,images_png/laptop/214863390.png,0
images_png/tv/275602959.png,images_png/speaker/274165805.png,0
images_png/phone/276448920.png,images_png/tv/276089188.png,0
images_png/camera/99350407.png,images_png/laptop/252566338.png,0
images_png/tv/276862301.png,images_png/phone/276614493.png,0
images_png/laptop/273679076.png,images_png/tv/276860956.png,0
images_png/phone/273872197.png,images_png/phone/276639232.png,1
images_png/camera/194130039.png,images_png/camera/194121937.png,1
images_png/laptop/278304793.png,images_png/laptop/278227010.png,1
images_png/laptop/278226869.png,images_png/laptop/278226626.png,1
images_png/tv/275655645.png,images_png/tv/275602959.png,1
images_png/phone/276448920.png,images_png/tv/275245427.png,0
images_png/phone/276274790.png,images_png/phone/276639232.png,1
images_png/camera/277827436.png,images_png/laptop/276365829.png,0
images_png/laptop/278226504.png,images_png/laptop/278226626.png,1
images_png/phone/276465090.png,images_png/speaker/276075423.png,0
images_png/phone/277704510.png,images_png/laptop/278076593.png,0
images_png/phone/277360579.png,images_png/phone/277944334.png,1
images_png/camera/262792654.png,images_png/camera/269944956.png,1
images_png/laptop/278071899.png,images_png/laptop/277361314.png,1
images_png/tv/274870404.png,images_png/tv/276606449.png,1
images_png/tv/275244939.png,images_png/phone/270975124.png,0
images_png/tv/274870404.png,images_png/tv/274843351.png,1
images_png/speaker/241635069.png,images_png/phone/277014407.png,0
images_png/speaker/73204703.png,images_png/speaker/21430781.png,1
images_png/laptop/278078281.png,images_png/laptop/278078315.png,1
images_png/tv/276379164.png,images_png/tv/178062046.png,0
images_png/tv/276921311.png,images_png/laptop/278226626.png,0
images_png/tv/274843351.png,images_png/tv/275270303.png,0
images_png/camera/263987622.png,images_png/camera/274954348.png,0
images_png/laptop/278078311.png,images_png/laptop/278076593.png,1
images_png/laptop/277363548.png,images_png/laptop/277361271.png,1
images_png/laptop/278226869.png,images_png/laptop/278304793.png,1
images_png/laptop/276366221.png,images_png/tv/276387015.png,0
images_png/tv/275244717.png,images_png/camera/180847849.png,0
images_png/laptop/276365829.png,images_png/laptop/278078311.png,1
images_png/tv/276387015.png,images_png/tv/276621654.png,1
images_png/tv/275244939.png,images_png/tv/275244561.png,1
images_png/laptop/278454662.png,images_png/laptop/277953961.png,0
images_png/tv/278077419.png,images_png/laptop/275854376.png,0
images_png/tv/276861471.png,images_png/camera/275511061.png,0
images_png/tv/275269812.png,images_png/speaker/160946349.png,0
images_png/phone/277360579.png,images_png/phone/276639232.png,1
images_png/phone/277360579.png,images_png/phone/274405521.png,1
images_png/phone/273990229.png,images_png/laptop/206840788.png,0
images_png/laptop/277361314.png,images_png/laptop/277912853.png,1
images_png/speaker/270214387.png,images_png/speaker/241638318.png,1
images_png/tv/277991140.png,images_png/tv/277429931.png,1
images_png/laptop/275854376.png,images_png/speaker/104180.png,0
images_png/phone/201067649.png,images_png/camera/4688897.png,0
images_png/camera/274879959.png,images_png/phone/277063012.png,0
images_png/laptop/273002756.png,images_png/phone/277704510.png,0
images_png/camera/106641569.png,images_png/speaker/55508641.png,0
images_png/tv/277485884.png,images_png/laptop/252566338.png,0
images_png/camera/203898270.png,images_png/tv/274870404.png,0
images_png/phone/271128271.png,images_png/phone/277738691.png,1
images_png/phone/277360579.png,images_png/phone/277704510.png,1
images_png/camera/194121937.png,images_png/speaker/104180.png,0
images_png/phone/277175913.png,images_png/phone/277811118.png,1
images_png/camera/277417151.png,images_png/phone/274405521.png,0
images_png/tv/277971948.png,images_png/tv/276606018.png,0
images_png/phone/276539826.png,images_png/phone/276448920.png,1
images_png/camera/203898270.png,images_png/camera/154259057.png,1
images_png/laptop/275854386.png,images_png/phone/277063012.png,0
images_png/phone/197214029.png,images_png/laptop/275852844.png,0
images_png/speaker/276075466.png,images_png/speaker/241638318.png,1
images_png/laptop/252566338.png,images_png/laptop/278078315.png,1
images_png/tv/277988926.png,images_png/tv/277971781.png,0
images_png/laptop/275854386.png,images_png/phone/271954384.png,0
images_png/laptop/278227010.png,images_png/laptop/278226626.png,1
images_png/laptop/277912853.png,images_png/laptop/277363548.png,1
images_png/phone/277646748.png,images_png/phone/276925932.png,1
images_png/phone/276944892.png,images_png/phone/274405521.png,1
images_png/tv/275249046.png,images_png/laptop/277936690.png,0
images_png/phone/276281988.png,images_png/phone/277651890.png,1
images_png/speaker/277771239.png,images_png/tv/276860956.png,0
images_png/phone/276274790.png,images_png/phone/277737629.png,1
images_png/laptop/278226504.png,images_png/laptop/278229740.png,1
images_png/tv/275646608.png,images_png/tv/274843351.png,1
images_png/laptop/277672516.png,images_png/laptop/277361271.png,1
images_png/phone/277738691.png,images_png/tv/278077327.png,0
images_png/phone/277490201.png,images_png/speaker/13331940.png,0
images_png/laptop/277361314.png,images_png/laptop/277672516.png,1
images_png/tv/276931435.png,images_png/tv/276621654.png,1
images_png/phone/164318603.png,images_png/camera/85764360.png,0
images_png/phone/170165701.png,images_png/camera/194121937.png,0
images_png/laptop/278229740.png,images_png/laptop/278227010.png,1
images_png/phone/277707642.png,images_png/speaker/2013189.png,0
images_png/speaker/276386509.png,images_png/laptop/277953961.png,0
images_png/camera/271234773.png,images_png/phone/277360579.png,0
images_png/laptop/277937199.png,images_png/laptop/277953961.png,0
images_png/tv/277972475.png,images_png/phone/277738691.png,0
images_png/phone/273872197.png,images_png/phone/273990229.png,1
images_png/laptop/278304793.png,images_png/laptop/278226626.png,1
images_png/laptop/275269577.png,images_png/phone/181927774.png,0
images_png/phone/276274790.png,images_png/phone/277311630.png,1
images_png/tv/189176771.png,images_png/camera/57071523.png,0
images_png/phone/277512620.png,images_png/speaker/117987260.png,0
images_png/camera/270977103.png,images_png/tv/278077419.png,0
images_png/laptop/277953961.png,images_png/laptop/277945130.png,1
images_png/laptop/276365829.png,images_png/laptop/252566338.png,1
images_png/tv/275987600.png,images_png/tv/277989480.png,0
images_png/speaker/241638318.png,images_png/camera/272030250.png,0
images_png/phone/277777809.png,images_png/phone/277490201.png,1
images_png/laptop/278071899.png,images_png/laptop/277363548.png,1
images_png/speaker/108379905.png,images_png/laptop/278226869.png,0
images_png/phone/276274790.png,images_png/phone/276944868.png,1
images_png/phone/275510578.png,images_png/phone/270975124.png,1
images_png/tv/277972475.png,images_png/tv/277972387.png,1
images_png/phone/276639232.png,images_png/phone/23142193.png,0
images_png/phone/277512620.png,images_png/laptop/277274848.png,0
images_png/camera/277965399.png,images_png/tv/275194363.png,0
images_png/tv/276861683.png,images_png/tv/276861471.png,1
images_png/phone/278098703.png,images_png/phone/276515327.png,1
images_png/laptop/276026443.png,images_png/camera/269944956.png,0
images_png/phone/277651890.png,images_png/laptop/206840788.png,0
images_png/tv/275135940.png,images_png/laptop/278078315.png,0
images_png/laptop/275382480.png,images_png/tv/277972475.png,0
images_png/phone/252586291.png,images_png/phone/277651890.png,0
images_png/laptop/278229740.png,images_png/laptop/278226869.png,1
images_png/phone/277360579.png,images_png/phone/277512620.png,1
images_png/tv/276621654.png,images_png/tv/275603494.png,0
images_png/camera/129078637.png,images_png/tv/276387015.png,0
images_png/camera/272268455.png,images_png/camera/194130039.png,1
images_png/camera/273932705.png,images_png/tv/276931435.png,0
images_png/speaker/273054021.png,images_png/camera/272268455.png,0
images_png/phone/277777809.png,images_png/speaker/278067024.png,0
images_png/phone/277360579.png,images_png/phone/277512611.png,1
images_png/laptop/278226504.png,images_png/laptop/278227010.png,1
images_png/tv/274877090.png,images_png/tv/274870404.png,1
images_png/phone/276944892.png,images_png/phone/277737629.png,1
images_png/camera/275255482.png,images_png/tv/277988890.png,0
images_png/tv/276931435.png,images_png/tv/276860956.png,1
images_png/camera/271248861.png,images_png/camera/275773160.png,0
images_png/laptop/277953961.png,images_png/laptop/277936690.png,1
images_png/laptop/277912853.png,images_png/phone/278219968.png,0
images_png/laptop/275854386.png,images_png/laptop/275854376.png,1
images_png/camera/274184765.png,images_png/camera/194067352.png,1
images_png/speaker/277327377.png,images_png/phone/11251770.png,0
images_png/phone/277311630.png,images_png/phone/275510578.png,0
images_png/phone/276944892.png,images_png/phone/276639232.png,1
images_png/phone/276944892.png,images_png/phone/277704510.png,1
images_png/camera/274184765.png,images_png/camera/212934661.png,1
images_png/phone/276274790.png,images_png/phone/277704510.png,1
images_png/tv/248237801.png,images_png/laptop/158583221.png,0
images_png/phone/252586291.png,images_png/phone/201067649.png,1
images_png/camera/274879959.png,images_png/camera/194067352.png,1
images_png/phone/278098703.png,images_png/laptop/225934432.png,0
images_png/phone/275510578.png,images_png/phone/271128271.png,1
images_png/laptop/277672516.png,images_png/laptop/277363548.png,1
images_png/laptop/277451016.png,images_png/camera/222452404.png,0
images_png/speaker/2013189.png,images_png/speaker/21430781.png,0
images_png/laptop/277936690.png,images_png/tv/204337932.png,0
images_png/laptop/275852844.png,images_png/tv/274870404.png,0
images_png/phone/277944334.png,images_png/camera/84866683.png,0
images_png/speaker/55508641.png,images_png/phone/273872197.png,0
images_png/tv/275803796.png,images_png/tv/275249046.png,1
images_png/phone/276274790.png,images_png/phone/277944334.png,1
images_png/speaker/108379905.png,images_png/laptop/214863343.png,0
images_png/laptop/278226504.png,images_png/laptop/278304303.png,1
images_png/laptop/278078315.png,images_png/laptop/278076593.png,1
images_png/phone/276944892.png,images_png/phone/277512620.png,1
images_png/tv/274870710.png,images_png/speaker/95469367.png,0
images_png/speaker/277582223.png,images_png/laptop/278226504.png,0
images_png/tv/275646608.png,images_png/tv/274870404.png,1
images_png/laptop/278071899.png,images_png/laptop/277672516.png,1
images_png/laptop/277912715.png,images_png/laptop/277361314.png,0
images_png/laptop/275850110.png,images_png/laptop/277936690.png,0
images_png/phone/277164932.png,images_png/phone/276614493.png,1
images_png/camera/272268455.png,images_png/tv/275269812.png,0
images_png/phone/276274790.png,images_png/phone/273872197.png,1
images_png/laptop/277672516.png,images_png/tv/73681047.png,0
images_png/tv/276379164.png,images_png/tv/276412014.png,1
images_png/speaker/276075466.png,images_png/speaker/276075423.png,1
images_png/laptop/277451016.png,images_png/tv/276860956.png,0
images_png/camera/270977143.png,images_png/camera/262792654.png,1
images_png/phone/181927774.png,images_png/phone/11251770.png,1
images_png/tv/275194363.png,images_png/tv/274870404.png,1
images_png/tv/275803796.png,images_png/phone/181452535.png,0
images_png/phone/277175955.png,images_png/speaker/21430781.png,0
images_png/tv/276621107.png,images_png/tv/276606018.png,1
images_png/laptop/275850110.png,images_png/tv/92504473.png,0
images_png/tv/253502839.png,images_png/phone/276515327.png,0
images_png/laptop/277936690.png,images_png/laptop/277945130.png,1
images_png/camera/272268455.png,images_png/camera/275255482.png,0
