path_a,title_a,path_b,title_b,duplicate
images_png/laptop/277363548.png,Laptop HP ProBook 440 G10 9H8U4PT (i5 1335U/ 8GB/ 512GB SSD/14 inch FHD/Win11/ Silver/ Vỏ nhôm) - HÀNG CHÍNH HÃNG,images_png/laptop/277912853.png,Laptop Lenovo V15 Gen 4 ( 83A100RGVN ) | Grey | Intel Core i7-13620H | Ram 8GB | 512GB SSD | Intel UHD Graphics | 15.6 Inch FHD | No Os | 2Yrs - HÀNG CHÍNH HÃNG,True
images_png/phone/277704510.png,Điện Thoại Samsung Galaxy A26 5G 8GB/128GB - Hàng Chính Hãng,images_png/phone/277737629.png,Điện Thoại Xiaomi Redmi 13 6GB/128GB - Hàng Chính Hãng,True
images_png/tv/275244561.png,Smart Tivi OLED LG 4K 77 inch OLED77C4PSA Mới 2024 - Hàng chính hãng - Giao HCM và 1 số tỉnh thành,images_png/tv/276621654.png,Smart Tivi OLED LG 4K 65 Inch 65M4PSA - Hàng chính hãng,True
images_png/phone/277512611.png,Điện Thoại Samsung Galaxy A56 5G 8GB/128GB - Hàng Chính Hãng,images_png/phone/277512620.png,Điện Thoại Samsung Galaxy A36 5G 8GB/128GB - Hàng Chính Hãng,True
images_png/laptop/278226504.png,"Laptop Dell Inspiron 15 3530 N3530-i3U085W11SLU (Core i3-1305U| 8GB| 512GB SSD| 15.6"" FHD| Bạc) - Hàng Chính Hãng - Bảo Hành 12 Tháng Tại Dell Việt Nam",images_png/laptop/278304793.png,"Laptop Dell Inspiron 15 3520 71069202 ( Core i7-1255U| 16GB| 512GB SSD| Intel Iris Xe Graphics| 15.6"" FHD| Đen) - Hàng Chính Hãng - Bảo Hành 12 Tháng tại Dell Việt Nam",True
images_png/laptop/277466579.png,[Laptop I5-13420H] Laptop Asus Expertbook P1403CVA (Intel Core i5-13420H | 14 inch FHD IPS | RAM 16GB | SSD 512GB | Win bản quyền),images_png/laptop/278588312.png,Laptop Asus Expertbook P1403CVA (Intel Core i3-1335U | 14 inch FHD IPS | RAM 8GB | SSD 256GB | Win bản quyền) - Hàng Chính Hãng,True
images_png/laptop/278078315.png,Asus Vivobook 15 X1504VA-NJ1969W (Intel Core i5-1334U | 16GB | 512GB | Intel Iris Xe | 15.6 inch FHD IPS | Win 11 | Bạc) - HÀNG CHÍNH HÃNG,images_png/tv/275135940.png,Ti vi smart COOCAA 43S3U-HÀNG CHÍNH HÃNG,False
images_png/phone/276274790.png,Điện Thoại Samsung Galaxy A06 4GB/128GB - Hàng Chính Hãng,images_png/phone/277737595.png,Điện Thoại Samsung Galaxy A06 5G 4GB/128GB - Hàng Chính Hãng,True
images_png/laptop/276366221.png,Laptop LG Gram 2024 14Z90S-G.AH75A5 (Intel Core Ultra 7 155H |16GB | 512GB | Intel Arc | 14 inch WUXGA | Win11 | Đen) - Hàng Chính Hãng - Bảo Hành 12 Tháng,images_png/tv/276387015.png,Smart Tivi OLED LG 4K 55 inch 55G4PSA Mẫu mới - HÀNG CHÍNH HÃNG - CHỈ GIAO HCM,False
images_png/phone/273990229.png,Điện Thoại Xiaomi Redmi Note 13 6GB/128GB - Hàng Chính Hãng,images_png/tv/277988890.png,Google Tivi Xiaomi A Pro 2026 QLED 4K 43 Inch L43MB-APSEA - Hàng chính hãng,False
images_png/laptop/278226626.png,"Laptop Dell Inspiron 15 3520 N3520-i5U085W11SLU( Core i5-1235U| 8GB| 512GB SSD| 15.6"" FHD| Bạc) - Hàng Chính Hãng - Bảo Hành 12 Tháng Tại Dell Việt Nam",images_png/tv/276089188.png,Skyworth Google TV 2K FHD 24P6300 - Hàng chính hãng,False
images_png/phone/276944892.png,Điện Thoại Samsung Galaxy A06 4GB/64GB - Hàng Chính Hãng,images_png/phone/277512611.png,Điện Thoại Samsung Galaxy A56 5G 8GB/128GB - Hàng Chính Hãng,True
images_png/phone/276944868.png,Điện Thoại Samsung Galaxy A16 4GB/128GB - Hàng Chính Hãng,images_png/phone/277311630.png,Điện Thoại Xiaomi Redmi 14C 6GB/128GB - Hàng Chính Hãng,True
images_png/camera/276857147.png,"Thẻ Vietmap Live Pro Chính Hãng 2025, cảnh báo tốc độ, camera phạt nguội dùng trên điện thoại, Android.box, Màn hình Ô Tô - Hàng chính hãng",images_png/laptop/273186974.png,Lenovo ThinkPad T460 Core i5 6200 / ram 8gb / ssd 256gb / Màn hình 14 inch- Hàng Chính Hãng,False
images_png/camera/129078637.png,Combo Camera Wi-fi Trong Nhà EZVIZ C1C-B 2MP Kèm Thẻ Nhớ  32GB/64G - Hàng Chính Hãng,images_png/speaker/73204703.png,"Máy trợ giảng không dây SHIDU kết nối bằng tần số cao cấp, mic trợ giảng cho giáo viên và hướng dẫn viên du lịch, loa trợ giảng cài áo tiện lợi, Hàng nhập khẩu",False
images_png/phone/276062770.png,Điện Thoại Xiaomi Redmi 14C 4GB/128GB - Hàng Chính Hãng,images_png/phone/277512611.png,Điện Thoại Samsung Galaxy A56 5G 8GB/128GB - Hàng Chính Hãng,True
images_png/laptop/278071899.png,Laptop Lenovo ThinkPad E14 Gen 7 21SX002QVA (Intel Core Ultra 5 225U | 16GB | 512GB | 14 inch WUXGA | Intel Graphics | NoOS | Đen) - HÀNG CHÍNH HÃNG,images_png/speaker/275761136.png,Loa Bluetooth JBL Go 4 JBLGO4 - Hàng chính hãng,False
images_png/phone/277777809.png,"Điện thoại Samsung Galaxy A26 5G (8/128GB), Mặt lưng kính, AI-Circle to Search, Camera HDR chụp đêm sáng rõ - Hàng chính hãng",images_png/speaker/278067024.png,Loa bluetooth LG xboom Grab - Hàng chính hãng,False
images_png/camera/194067352.png,Camera Wifi Trong Nhà EZVIZ C6N 2M FHD 1080P Quay 355 độ - Đàm thoại 2 chiều - Hàng Chính Hãng,images_png/camera/274879959.png,Camera IP Wifi Trong Nhà EZVIZ C6N 1080p - Hàng Chính Hãng,True
images_png/camera/222452404.png,1 Kg gói hút ẩm loại 10gr (100 gói) nhãn hiệu MAX DESI hàng chính hãng,images_png/laptop/277451016.png,Asus Vivobook 15 X1504ZA-NJ1039W (Intel Core i7-1255U | 16GB | 512GB | Intel Iris Xe | 15.6 inch FHD | Win 11 | Bạc) - HÀNG CHÍNH HÃNG,False
images_png/tv/275602959.png,K-65XR80 - Google Tivi OLED Sony 4K 65 inch K-65XR80 - Hàng Chính Hãng,images_png/tv/275655645.png,K-65S30 - Google Tivi Sony 4K 65 inch K-65S30 - Hàng Chính Hãng - Chỉ Giao Hồ Chí Minh,True
images_png/tv/274870710.png,Smart QLED Tivi 4K Samsung 55Q60DA 55 inch QA55Q60DA QA55Q60D 55Q60D - Hàng chính hãng - Chỉ giao HCM,images_png/tv/276268195.png,Smart Tivi Samsung 4K 65 Inch UA65DU7700 - HÀNG CHÍNH HÃNG - CHỈ GIAO HCM,True
images_png/camera/272268455.png,"Camera Wifi EZVIZ H3C 2MP Có Màu Ban Đêm, H3C 1080P Mic thu âm - Hàng Chính Hãng",images_png/camera/275255482.png,"Camera wifi trong nhà TP-Link Tapo C220 - Độ phân giải 4K 2MP, Đàm thoại 2 chiều, Quay quét 360 độ - HÀNG CHÍNH HÃNG",False
images_png/laptop/278226504.png,"Laptop Dell Inspiron 15 3530 N3530-i3U085W11SLU (Core i3-1305U| 8GB| 512GB SSD| 15.6"" FHD| Bạc) - Hàng Chính Hãng - Bảo Hành 12 Tháng Tại Dell Việt Nam",images_png/laptop/278226869.png,"Laptop Dell Inspiron 3530 71043887( Core i5-1334U| 8GB| 512GB SSD| Intel Iris Xe Graphics| 15.6"" FHD| Đen(Black)) - Hàng Chính Hãng - Bảo Hành Chính Hãng Tại Dell Việt Nam",True
images_png/phone/276944892.png,Điện Thoại Samsung Galaxy A06 4GB/64GB - Hàng Chính Hãng,images_png/phone/277737595.png,Điện Thoại Samsung Galaxy A06 5G 4GB/128GB - Hàng Chính Hãng,True
images_png/laptop/278226626.png,"Laptop Dell Inspiron 15 3520 N3520-i5U085W11SLU( Core i5-1235U| 8GB| 512GB SSD| 15.6"" FHD| Bạc) - Hàng Chính Hãng - Bảo Hành 12 Tháng Tại Dell Việt Nam",images_png/tv/276921311.png,TIVI LED SKYWORTH HD 32 INCH  32E5000G - HÀNG CHÍNH HÃNG - CHỈ GIAO HCM,False
images_png/laptop/277908157.png,Dell Latitude 5510 Core i5-10310U Ram 16GB SSD 256GB 15.6 inch FHD - Hàng Chính hãng,images_png/laptop/278588312.png,Laptop Asus Expertbook P1403CVA (Intel Core i3-1335U | 14 inch FHD IPS | RAM 8GB | SSD 256GB | Win bản quyền) - Hàng Chính Hãng,False
images_png/speaker/241635069.png,Loa Bluetooth Marshall Woburn III - Hàng chính hãng,images_png/speaker/241639907.png,Loa Bluetooth Marshall Acton III - Hàng Chính Hãng,True
images_png/phone/277646748.png,Điện thoại Samsung Galaxy A06 5G (4GB/64GB) - Hàng chính hãng,images_png/phone/277651890.png,Điện thoại Samsung Galaxy A06 5G (4GB/128GB) - Hàng chính hãng,True
images_png/phone/277360579.png,Điện Thoại Xiaomi Redmi 13 8GB/128GB - Hàng Chính Hãng,images_png/phone/277704510.png,Điện Thoại Samsung Galaxy A26 5G 8GB/128GB - Hàng Chính Hãng,True
images_png/laptop/278078315.png,Asus Vivobook 15 X1504VA-NJ1969W (Intel Core i5-1334U | 16GB | 512GB | Intel Iris Xe | 15.6 inch FHD IPS | Win 11 | Bạc) - HÀNG CHÍNH HÃNG,images_png/tv/274870404.png,Smart Tivi QLED 4K Samsung 43Q60DA 43 inch Smart TV QA43Q60DA QA43Q60D 43Q60D - Hàng chính hãng - Chỉ giao HCM,False
images_png/speaker/277521161.png,Loa Kéo Nanomax SK-12X5 ( Xám ) Bass 30cm 400w Karaoke Bluetooth Tặng Kèm 2 Mic Hát karaoke. Hàng chính hãng,images_png/tv/276921311.png,TIVI LED SKYWORTH HD 32 INCH  32E5000G - HÀNG CHÍNH HÃNG - CHỈ GIAO HCM,False
images_png/laptop/275382480.png,LAPTOP HP PROBOOK 440 G10 (873B1PA) (I5 1340P/8GB RAM/512GB SSD/14 FHD CẢM ỨNG/WIN11/BẠC) - Hàng Chính Hãng - Bảo Hành 12 Tháng,images_png/tv/277972475.png,Smart Tivi Samsung 4K 65 inch UA65DU7000KXXV - Hàng chính hãng,False
images_png/camera/203898270.png,CAMERA WIFI IMOU A22EP 1080P XOAY 360 ĐỘ - ĐÀM THOẠI 2 CHIỀU - HÀNG CHÍNH HÃNG,images_png/phone/277944334.png,Điện Thoại Samsung Galaxy A06 5G 4GB/64GB - Hàng Chính Hãng,False
images_png/camera/274179036.png,"Camera IP WiFi Yoosee R3 Có 3 Mắt Ngoài Trời Xem 3 Màn Hình Cùng Lúc, Độ Phân Giải 8.0Mpx - Hàng Chính Hãng",images_png/phone/276062770.png,Điện Thoại Xiaomi Redmi 14C 4GB/128GB - Hàng Chính Hãng,False
images_png/laptop/206840788.png,Laptop Lenovo ThinkPad E15 Gen 4 21E600CMVA (Đen) - Tặng  chuột Zadez M-331 - Hàng chính hãng,images_png/phone/273990229.png,Điện Thoại Xiaomi Redmi Note 13 6GB/128GB - Hàng Chính Hãng,False
images_png/speaker/241638318.png,Loa Bluetooth Marshall Stanmore III - Hàng chính hãng,images_png/speaker/241639907.png,Loa Bluetooth Marshall Acton III - Hàng Chính Hãng,True
images_png/tv/274870404.png,Smart Tivi QLED 4K Samsung 43Q60DA 43 inch Smart TV QA43Q60DA QA43Q60D 43Q60D - Hàng chính hãng - Chỉ giao HCM,images_png/tv/276606449.png,Smart Tivi Coocaa 65Y73 Pro 4K QLED 65 inch - Hàng chính hãng,True
images_png/phone/277738691.png,Điện Thoại Oppo A58 8GB/128GB - Hàng Chính Hãng,images_png/tv/278077327.png,Google Tivi Xiaomi A 2026 4K 43 inch L43MB-AUSEA - Hàng chính hãng,False
images_png/laptop/277936690.png,"Laptop Dell Inspiron 7472, Core i5-8250U, Ram 8GB, SSD 128GB, 14 inch Full HD, VGA 2G - Hàng Chính Hãng",images_png/tv/204337932.png,Google  ti vi Asanzo 32EX9- hàng chính hãng- ĐIỀU KHIỂN GIỌNG NÓI,False
images_png/laptop/277937199.png,Dell Latitude 5320 Core I5 1135G7 8GB 256GB SSD 13.3 inch FHD - Hàng Chính Hãng,images_png/laptop/277953961.png,"Laptop Dell Latitude 5500 Core i5-8350U, RAM 8GB, SSD 256GB - Hàng chính hãng",False
images_png/laptop/278226626.png,"Laptop Dell Inspiron 15 3520 N3520-i5U085W11SLU( Core i5-1235U| 8GB| 512GB SSD| 15.6"" FHD| Bạc) - Hàng Chính Hãng - Bảo Hành 12 Tháng Tại Dell Việt Nam",images_png/laptop/278304303.png,"Laptop Dell Inspiron 15 3520 71058652 ( i5-1235U| 8GB| 512GB SSD| 15.6"" FHD|  Bạc (Platinum Silver))  - Hàng Chính Hãng - Bảo Hành 12 Tháng tại Dell Việt Nam",True
images_png/tv/275987600.png,Google Tivi Coocaa 4K 65 Inch 65Y73 - Hàng Chính Hãng - Chỉ Giao HCM,images_png/tv/277989480.png,Google Tivi TCL QLED Full HD 32 Inch 32S5K - Hàng chính hãng,False
images_png/laptop/206840788.png,Laptop Lenovo ThinkPad E15 Gen 4 21E600CMVA (Đen) - Tặng  chuột Zadez M-331 - Hàng chính hãng,images_png/phone/277651890.png,Điện thoại Samsung Galaxy A06 5G (4GB/128GB) - Hàng chính hãng,False
images_png/tv/276379164.png,Android Tivi Aqua 43 inch AQT43K800UG - Hàng chính hãng - Bảo hành 1 đổi 1 trong 730 ngày đối với lỗi màn hình,images_png/tv/276412014.png,Google Tivi Aqua QLED 4K 50 inch AQT50S800UX - Freeship toàn quốc - Bảo hành 1 đổi 1 trong 730 ngày đối với lỗi màn hình - Hàng chính hãng,True
images_png/phone/273990229.png,Điện Thoại Xiaomi Redmi Note 13 6GB/128GB - Hàng Chính Hãng,images_png/phone/277737629.png,Điện Thoại Xiaomi Redmi 13 6GB/128GB - Hàng Chính Hãng,True
images_png/laptop/277363548.png,Laptop HP ProBook 440 G10 9H8U4PT (i5 1335U/ 8GB/ 512GB SSD/14 inch FHD/Win11/ Silver/ Vỏ nhôm) - HÀNG CHÍNH HÃNG,images_png/laptop/277672516.png,LAPTOP HP 240 G9 AG2J7AT( i5-1235U/ 16GD4 /512GSSD/ 14.0FHD/ WLax/ BT5/ 3C41WHr/W11SL/BẠC ) - HÀNG CHÍNH HÃNG,True
images_png/laptop/252566338.png,"Laptop Asus Vivobook 15 (X1504VA-NJ069W) / Bạc/ Intel Core i3-1315U Processor (upto 4.5Ghz, 10MB)/ RAM 8GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch FHD/ Win 11H/ 2Yrs - Hàng Chính Hãng",images_png/tv/277485884.png,24P6300 - Google Tivi Xách Tay Di Động FHD 24 Inch Skyworth - Hàng Chính Hãng,False
images_png/phone/273990229.png,Điện Thoại Xiaomi Redmi Note 13 6GB/128GB - Hàng Chính Hãng,images_png/phone/277944334.png,Điện Thoại Samsung Galaxy A06 5G 4GB/64GB - Hàng Chính Hãng,True
images_png/phone/276639232.png,Điện Thoại Samsung Galaxy A16 5G 8GB/128GB - Hàng Chính Hãng,images_png/phone/276944892.png,Điện Thoại Samsung Galaxy A06 4GB/64GB - Hàng Chính Hãng,True
images_png/laptop/277361271.png,Laptop HP ProBook 450 G9 6M0Y5PA (i3 1215U/ 8GB/ 512GB SSD/15.6 inch/Win11/ Silver) - Hàng Chính Hãng,images_png/laptop/277672516.png,LAPTOP HP 240 G9 AG2J7AT( i5-1235U/ 16GD4 /512GSSD/ 14.0FHD/ WLax/ BT5/ 3C41WHr/W11SL/BẠC ) - HÀNG CHÍNH HÃNG,True
images_png/phone/277175913.png,Điện Thoại Xiaomi Redmi Note 14 6GB/128GB - Hàng Chính Hãng,images_png/phone/277811118.png,Điện Thoại Xiaomi Redmi Note 14 5G 8GB/256GB - Hàng Chính Hãng,True
images_png/camera/194121937.png,Camera IP Wifi Ngoài Trời EZVIZ C3TN 3MP 2K Color Night Vision Tích Hợp Ai - Có Màu Ban Đêm - Đàm Thoại 2 Chiều - Hàng Chính Hãng,images_png/phone/170165701.png,Điện thoại bàn Ktel 645 hàng chính hãng,False
images_png/speaker/241635069.png,Loa Bluetooth Marshall Woburn III - Hàng chính hãng,images_png/tv/2003079.png,Smart Tivi Cong QLED Samsung 4K 55 inch QA55Q8CNA,False
images_png/camera/4688897.png,Chân Máy Ảnh Tripod Weifeng 3520 - Hàng Nhập Khẩu,images_png/phone/201067649.png,Combo máy đọc sách Kindle Paperwhite 5 (11th gen) tặng kèm bao da ( Cover ) - Hàng nhập khẩu,False
images_png/camera/64672917.png,Pin Panasonic CR 1632 -Hàng chính hãng,images_png/laptop/277672516.png,LAPTOP HP 240 G9 AG2J7AT( i5-1235U/ 16GD4 /512GSSD/ 14.0FHD/ WLax/ BT5/ 3C41WHr/W11SL/BẠC ) - HÀNG CHÍNH HÃNG,False
images_png/camera/212934661.png,"Camera IP Wifi trong nhà EZVIZ C6N 4M 2K, xoay 360 độ ezviz C6N Full HD, đàm thoại 2 chiều - Hàng chính hãng",images_png/camera/276857147.png,"Thẻ Vietmap Live Pro Chính Hãng 2025, cảnh báo tốc độ, camera phạt nguội dùng trên điện thoại, Android.box, Màn hình Ô Tô - Hàng chính hãng",False
images_png/laptop/273679076.png,Laptop Dell Latitude 3520 (Core i5-1135G7 | 8GB | 256GB | Intel Iris Xe | 15.6 inch FHD - HÀNG CHÍNH HÃNG,images_png/tv/276860956.png,"Android Tivi LED Hisense 32 inch 32A4N trợ lý ảo Google Voice Control, bảo hành chính hãng 2 năm - Hàng Chính Hãng",False
images_png/laptop/225934432.png,Laptop LG Gram 2022 14ZD90Q-G.AX32A5 (Intel Core i3-1220P/8GB/256GB/VGA Intel UHD Graphics/14 inch WQXGA/Màu Đen/Non- OS)- Hàng chính hãng,images_png/phone/278098703.png,Điện thoại POCO C75 (8GB/256GB) - Hàng Chính Hãng,False
images_png/phone/276062770.png,Điện Thoại Xiaomi Redmi 14C 4GB/128GB - Hàng Chính Hãng,images_png/phone/277311630.png,Điện Thoại Xiaomi Redmi 14C 6GB/128GB - Hàng Chính Hãng,True
images_png/phone/11251770.png,Điện thoại bàn không dây Panasonic KX-TGD310 - Hàng Chính Hãng,images_png/phone/276500230.png,"Máy đọc sách Kindle Colorsoft Signature Edition 32Gb, Màn hình màu 7 inch - Hàng chính hãng",False
images_png/phone/252586291.png,Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) - Hàng chính hãng,images_png/speaker/127600345.png,"Máy trợ giảng không dây TAKSTAR E261W khoảng cách truyền 40M, công suất cao 25W -Tặng túi đựng máy trợ giảng - Hàng Chính Hãng",False
images_png/laptop/273002756.png,Laptop Dell Latitude 3590  Core i5 7200U- Ram 8GB- 128GB SSD Ổ cứng -Màn hình 15-6 inch BH 6 thang - Hàng chính hãng,images_png/laptop/278229740.png,"Laptop HP Envy X360 14-fc0161TU (Core Ultra 5-125U| 16GB RAM| 512GB SSD| Intel Graphics| 14""2.8K| Blue) - Hàng Chính Hãng",False
images_png/phone/276944868.png,Điện Thoại Samsung Galaxy A16 4GB/128GB - Hàng Chính Hãng,images_png/phone/277512611.png,Điện Thoại Samsung Galaxy A56 5G 8GB/128GB - Hàng Chính Hãng,True
images_png/phone/276639232.png,Điện Thoại Samsung Galaxy A16 5G 8GB/128GB - Hàng Chính Hãng,images_png/phone/277512611.png,Điện Thoại Samsung Galaxy A56 5G 8GB/128GB - Hàng Chính Hãng,True
images_png/tv/274843351.png,Smart Tivi Samsung 4K 85 inch UA85DU8000 85DU8000 - Hàng chính hãng - Chỉ giao HCM,images_png/tv/275270303.png,Google Tivi Sony 4K 65 inch K-65S30 Mới 2024 - Hàng chính hãng - Giao HCM và 1 số tỉnh thành,False
images_png/laptop/277274848.png,Dell Latitude 5410 /Core i5-10310U / RAM 8GB / SSD 256GB / 14inch FHD - Hàng Chính Hãng,images_png/phone/278098703.png,Điện thoại POCO C75 (8GB/256GB) - Hàng Chính Hãng,False
images_png/tv/274843351.png,Smart Tivi Samsung 4K 85 inch UA85DU8000 85DU8000 - Hàng chính hãng - Chỉ giao HCM,images_png/tv/274870404.png,Smart Tivi QLED 4K Samsung 43Q60DA 43 inch Smart TV QA43Q60DA QA43Q60D 43Q60D - Hàng chính hãng - Chỉ giao HCM,True
images_png/camera/274184765.png,"Camera Wifi Ezviz 2 Mắt Trong Nhà H7C 2K 8MP, quay 360 độ, có màu ban đêm, đàm thoại 2 chiều - Hàng chính hãng",images_png/camera/277381589.png,Camera WiFi quay quét EZVIZ H6C Pro 3K 5MP - hàng chính hãng,True
images_png/phone/274405521.png,Điện Thoại Samsung Galaxy A05 4GB/64GB - Hàng Chính Hãng,images_png/phone/277704510.png,Điện Thoại Samsung Galaxy A26 5G 8GB/128GB - Hàng Chính Hãng,True
images_png/laptop/277672516.png,LAPTOP HP 240 G9 AG2J7AT( i5-1235U/ 16GD4 /512GSSD/ 14.0FHD/ WLax/ BT5/ 3C41WHr/W11SL/BẠC ) - HÀNG CHÍNH HÃNG,images_png/laptop/278071899.png,Laptop Lenovo ThinkPad E14 Gen 7 21SX002QVA (Intel Core Ultra 5 225U | 16GB | 512GB | 14 inch WUXGA | Intel Graphics | NoOS | Đen) - HÀNG CHÍNH HÃNG,True
images_png/camera/275959921.png,"Chân Đế Camera, Giá Đỡ Camera Dán Tường Trong Suốt - Hàng Chính Hãng",images_png/tv/277991140.png,[NEW 2026 TV Series] Smart Tivi Xiaomi TV A 43 2026 - 43 Inch - UHD 4K - Hàng Chính Hãng,False
images_png/laptop/278226869.png,"Laptop Dell Inspiron 3530 71043887( Core i5-1334U| 8GB| 512GB SSD| Intel Iris Xe Graphics| 15.6"" FHD| Đen(Black)) - Hàng Chính Hãng - Bảo Hành Chính Hãng Tại Dell Việt Nam",images_png/laptop/278229740.png,"Laptop HP Envy X360 14-fc0161TU (Core Ultra 5-125U| 16GB RAM| 512GB SSD| Intel Graphics| 14""2.8K| Blue) - Hàng Chính Hãng",True
images_png/laptop/277451016.png,Asus Vivobook 15 X1504ZA-NJ1039W (Intel Core i7-1255U | 16GB | 512GB | Intel Iris Xe | 15.6 inch FHD | Win 11 | Bạc) - HÀNG CHÍNH HÃNG,images_png/tv/276860956.png,"Android Tivi LED Hisense 32 inch 32A4N trợ lý ảo Google Voice Control, bảo hành chính hãng 2 năm - Hàng Chính Hãng",False
images_png/camera/106641569.png,"Camera Wifi Trong Nhà Yoosee 3.0 Full HD, 3 Râu, Xoay 360 độ , Đàm Thoại 2 Chiều, Cảm Biến Báo Động – Hàng nhập khẩu",images_png/camera/57071523.png,Camera wifi yoosee 3.0  2K siêu nét - camera ip yoosee 3 râu 3mp trong nhà - hàng nhập khẩu,True
